imgID_id,filePath,GLS,NCLB,PLS,CR,SR,NoFoliarSymptoms,Other,UnidentifiedDisease
1192,68_CIMG3803_1-193-1.JPG,1,1,0,0,0,0,0,0
2347,IMG_20200309_103740.jpg,1,0,0,0,0,0,0,0
1951,20200309_103406.jpg,0,0,0,0,0,1,0,1
1738,2012_03_IMG_6579_maize_diverse JM (1)-R-Pn.JPG,1,0,0,0,0,0,0,0
1621,2012_03_DSC1906_maize_diverse-R-Pn-DK-28.JPG,0,0,1,0,0,0,0,1
1484,IMG_20190227_103909.jpg,0,1,0,0,0,0,0,0
1524,2012_03_DSC1740_maize_diverse-C-AC-DK-273.JPG,1,0,0,0,0,0,0,1
1974,20200309_103401.jpg,0,0,0,0,0,1,0,1
2044,20200309_090719.jpg,0,0,1,0,0,0,0,0
1754,2012_03_IMG_6508_maize_diverse JM (1)-R-Pn.JPG,1,0,0,0,0,0,0,0
643,20190313_143214.jpg,1,1,0,0,0,0,0,0
1310,IMG_3643.JPG,0,0,1,0,0,0,0,0
2080,20200309_092404.jpg,0,0,0,0,0,1,0,0
113,2019-03-13--Cedara-(DKB)-DSC_0266.JPG,0,1,0,0,0,0,1,0
2147,20200309_085919.jpg,0,0,1,1,0,0,0,0
2107,20200309_085912.jpg,0,0,1,0,0,0,0,0
217,2019-03-13--Cedara-(DKB)-DSC_0240.JPG,0,0,0,0,0,1,1,0
2372,IMG_20200226_084524.jpg,1,0,0,0,0,0,0,0
713,20190313_142015.jpg,0,0,0,0,0,1,1,0
515,IMG_20190316_083033.jpg,0,0,0,0,0,1,0,0
2217,20200309_103416.jpg,0,0,0,0,0,1,0,0
2320,IMG_20200226_084336.jpg,1,0,0,0,0,0,0,0
74,2019-03-13--Cedara-(DKB)-DSC_0303.JPG,1,0,1,0,0,0,0,0
1868,2012_03_IMG_6498_maize_diverse JM-R-Pn.JPG,1,0,1,0,0,0,0,0
834,IMG_20190316_082303.jpg,0,0,0,1,0,0,0,0
2066,20200309_092951(0).jpg,1,0,0,0,0,0,0,0
2280,IMG_20200323_103814.jpg,1,0,1,0,0,0,0,0
1328,IMG_3759.JPG,1,0,1,0,0,0,0,0
734,20190313_111234.jpg,0,0,1,1,0,0,0,0
856,IMG_20190316_085339.jpg,0,0,0,1,0,0,1,0
649,20190313_121256.jpg,0,0,0,0,0,1,1,0
1031,148_CIMG3884_1-SC-1.JPG,1,0,0,0,0,0,0,0
40,2019-03-13--Cedara-(DKB)-DSC_0134.JPG,0,0,1,0,0,0,0,0
2113,20200309_090511.jpg,0,0,1,0,0,0,0,0
2207,20200309_092647.jpg,1,0,0,0,0,0,0,0
2351,IMG_20200226_083955.jpg,1,0,0,0,0,0,0,0
1915,2012_03_IMG_6401_maize_diverse JM-C-Ac.JPG,0,0,0,0,0,1,0,0
149,2019-03-13--Cedara-(DKB)-DSC_0114.JPG,0,1,0,0,0,0,0,0
630,20190313_115710.jpg,1,0,0,0,0,0,0,0
791,IMG_20190316_085253.jpg,0,0,0,0,0,1,0,0
141,2019-03-13--Cedara-(DKB)-DSC_0207.JPG,0,0,0,0,0,1,0,0
409,IMG_20190316_080129.jpg,0,1,1,0,0,0,0,0
2370,IMG_20200302_111719.jpg,1,1,0,0,0,0,0,0
1536,2012_03_DSC1968_maize_diverse-R-Pn-DK-28.JPG,1,0,0,0,0,0,0,1
940,IMG_20190316_085723.jpg,0,0,0,1,0,0,0,1
669,20190313_145415.jpg,0,1,0,0,0,0,0,0
1605,2012_03_DSC1804_maize_diverse-C-AC-DK-273.JPG,1,0,0,0,0,0,0,0
1515,IMG_20190227_103901.jpg,1,1,0,0,0,0,0,0
2115,20200309_101836.jpg,0,1,0,0,0,0,0,0
1722,2012_03_IMG_6511_maize_diverse JM-R-Pn.JPG,0,0,1,0,0,0,0,0
1963,20200309_093024.jpg,1,0,0,0,0,0,0,0
62,2019-03-13--Cedara-(DKB)-DSC_0133.JPG,0,0,0,0,0,0,0,1
2240,20200309_102731.jpg,0,1,0,0,0,0,0,0
1287,IMG_3631.JPG,0,0,1,0,0,0,1,0
1209,26_CIMG3761_1-145-1.JPG,1,0,0,0,0,0,0,0
2011,20200309_093414.jpg,1,0,0,1,0,0,0,0
652,20190313_143659.jpg,0,0,0,1,0,0,0,0
852,IMG_20190316_091855.jpg,0,0,0,1,0,0,0,0
1460,IMG_3714.JPG,1,0,0,0,0,0,0,0
2102,20200309_091557.jpg,0,1,0,0,0,0,0,0
698,20190313_120031.jpg,1,0,0,0,0,0,0,0
1580,2012_03_DSC1899_maize_diverse-R-Pn-DK-28.JPG,1,0,0,0,0,0,1,1
2078,20200309_092357.jpg,0,0,0,0,0,1,0,0
1379,IMG_3739.JPG,0,0,0,0,0,0,1,0
1244,IMG_3647.JPG,0,0,1,0,0,0,0,0
2219,20200309_091758.jpg,1,1,0,0,0,0,0,0
735,20190313_144609.jpg,1,0,0,0,0,0,1,0
30,2019-03-13--Cedara-(DKB)-DSC_0292.JPG,1,0,0,0,0,0,0,0
1375,IMG_3712.JPG,1,0,0,0,0,0,0,0
825,IMG_20190316_081631.jpg,0,0,1,0,0,0,0,1
1518,2012_03_DSC1935_maize_diverse-R-Pn-DK-28.JPG,1,0,0,0,0,0,0,0
1228,IMG_3668.JPG,1,0,0,0,0,0,0,0
1575,2012_03_DSC2011_maize_diverse-R-Pn-DK-28.JPG,1,0,0,0,0,0,1,0
1893,2012_03_IMG_6512_maize_diverse JM-R-Pn.JPG,0,0,1,0,0,0,0,0
117,2019-03-13--Cedara-(DKB)-DSC_0066.JPG,1,0,0,0,0,0,0,0
2079,20200309_090818.jpg,1,0,1,0,0,0,0,0
642,20190313_142027.jpg,1,0,0,0,0,1,0,0
1618,2012_03_DSC1778_maize_diverse-C-AC-DK-273.JPG,0,0,0,0,0,0,0,1
2162,20200309_103337.jpg,0,0,0,0,0,0,0,1
737,20190313_121136.jpg,1,0,0,0,0,1,0,1
1265,IMG_3849.JPG,1,0,1,0,0,0,0,0
764,20190313_143028.jpg,0,0,0,0,0,1,1,0
1042,227_CIMG3964_1-333-1.JPG,1,0,0,0,0,0,0,0
1433,IMG_3847.JPG,0,0,1,0,0,0,0,0
1168,102_CIMG3837_1-49-2.JPG,1,0,0,0,0,0,0,0
1467,IMG_3865.JPG,1,0,1,0,0,0,0,0
1799,2012_03_IMG_6504_maize_diverse JM-R-Pn.JPG,1,1,0,0,0,0,0,0
510,IMG_20190316_085740.jpg,0,0,1,1,0,0,0,0
1535,2012_03_DSC1929_maize_diverse-R-Pn-DK-28.JPG,1,0,0,0,0,0,1,0
1633,2012_03_DSC1959_maize_diverse-R-Pn-DK-28.JPG,0,0,0,0,0,1,0,0
1560,2012_03_DSC1738_maize_diverse-C-AC-DK-273.JPG,1,0,0,0,0,0,0,0
1541,2012_03_DSC1981_maize_diverse-R-Pn-DK-28.JPG,1,0,0,0,0,0,1,0
386,IMG_20190316_080808.jpg,0,0,0,1,0,0,0,0
2251,20200309_093026.jpg,0,0,0,0,0,1,0,0
1804,2012_03_IMG_6314_maize_diverse JM-C-Ac.JPG,1,0,0,0,0,0,0,0
1653,2012_03_DSC1748_maize_diverse-C-AC-DK-273.JPG,0,0,0,0,0,1,0,0
1932,20200309_091351.jpg,0,1,0,0,0,0,0,1
600,20190313_152308.jpg,0,0,0,0,0,1,0,0
1667,2012_03_DSC1710_maize_diverse-C-AC-DK-273.JPG,0,0,0,0,0,0,0,1
517,20190313_152532.jpg,0,0,0,0,0,1,0,0
128,2019-03-13--Cedara-(DKB)-DSC_0312.JPG,0,0,0,1,0,0,0,0
2072,20200309_093428.jpg,1,0,0,0,0,0,0,0
2358,IMG_20200226_084520.jpg,0,1,0,0,0,0,0,0
539,20190313_122252.jpg,0,0,0,0,0,1,0,0
964,IMG_20190316_090515.jpg,0,0,0,0,0,0,1,0
228,2019-03-13--Cedara-(DKB)-DSC_0272.JPG,1,0,1,0,1,0,0,0
1897,2012_03_IMG_6543_maize_diverse JM-R-Pn.JPG,0,0,0,0,0,1,0,0
1869,2012_03_IMG_6285_maize_diverse JM-C-Ac.JPG,1,0,0,0,0,0,0,0
1658,2012_03_DSC1750_maize_diverse-C-AC-DK-273.JPG,0,0,0,1,0,0,0,1
688,20190313_115634.jpg,1,0,0,0,0,0,0,0
258,2019-03-13--Cedara-(DKB)-DSC_0142.JPG,0,1,0,0,0,0,0,0
1402,IMG_3822.JPG,1,0,0,0,0,0,0,0
1648,2012_03_DSC1719_maize_diverse-C-AC-DK-273.JPG,1,0,0,0,0,0,0,0
1769,2012_03_IMG_6282_maize_diverse JM-C-Ac.JPG,1,0,0,0,0,0,0,0
496,IMG_20190316_081352.jpg,0,0,0,0,0,0,1,0
801,IMG_20190316_085342.jpg,0,0,0,0,0,0,1,1
2349,IMG_20200323_103802.jpg,1,0,0,0,0,0,0,0
1647,2012_03_DSC1805_maize_diverse-C-AC-DK-273.JPG,1,0,0,0,0,0,0,0
1486,IMG_20190227_113259.jpg,0,1,1,0,0,0,0,0
107,2019-03-13--Cedara-(DKB)-DSC_0259.JPG,0,0,0,0,0,0,1,0
831,IMG_20190316_084625.jpg,0,1,0,0,0,0,0,0
1900,2012_03_IMG_6298_maize_diverse JM-C-Ac.JPG,1,0,0,0,0,0,0,0
2328,IMG_20200226_135151.jpg,1,0,0,0,0,0,0,0
1387,IMG_3632.JPG,0,0,1,0,0,0,0,0
2134,20200309_093520.jpg,0,0,0,0,0,1,0,0
83,2019-03-13--Cedara-(DKB)-DSC_0083.JPG,0,0,0,0,0,1,0,0
973,IMG_20190316_091639.jpg,1,0,0,1,0,0,0,0
1527,2012_03_DSC1943_maize_diverse-R-Pn-DK-28.JPG,1,0,0,0,0,0,0,1
330,IMG_20190316_082943.jpg,0,0,1,0,0,0,0,0
636,20190313_115529.jpg,1,0,0,0,0,0,0,0
470,IMG_20190316_085356.jpg,0,1,0,0,0,0,0,0
1867,2012_03_IMG_6431_maize_diverse JM-R-Pn.JPG,1,0,0,0,0,0,0,0
1241,IMG_3685.JPG,0,1,0,0,0,0,0,0
1584,2012_03_DSC1966_maize_diverse-R-Pn-DK-28.JPG,1,0,1,0,0,0,1,1
1147,56_CIMG3791_1-390-1.JPG,1,0,0,0,0,0,0,0
1132,44_CIMG3779_1-238-2.JPG,1,0,0,0,0,0,0,0
1249,IMG_3747.JPG,1,0,0,0,0,0,1,0
2180,20200309_092130.jpg,0,0,1,0,0,0,0,0
619,20190313_122405.jpg,1,0,0,0,0,0,1,0
77,2019-03-13--Cedara-(DKB)-DSC_0174.JPG,0,0,0,0,0,1,1,0
1128,61_CIMG3796_1-341-2.JPG,1,0,0,0,0,0,0,0
1860,2012_03_IMG_6558_maize_diverse JM-R-Pn.JPG,1,0,1,0,0,0,0,0
1054,25_CIMG3760_1-42-2.JPG,1,0,0,0,0,0,0,0
1149,32_CIMG3767_1-112-1.JPG,1,0,0,0,0,0,0,0
1245,IMG_3760.JPG,1,0,0,0,0,0,0,0
1650,2012_03_DSC1750_maize_diverse (1)-C-AC-DK-273.JPG,0,0,0,1,0,0,0,1
1713,2012_03_IMG_6551_maize_diverse JM-R-Pn.JPG,0,0,1,0,0,0,0,0
1898,2012_03_IMG_6379_maize_diverse JM-C-Ac.JPG,1,0,1,0,0,0,0,0
1315,IMG_3837.JPG,1,0,0,0,0,0,0,0
689,20190313_142410.jpg,1,0,0,0,0,0,0,0
502,IMG_20190316_090301.jpg,0,0,0,1,0,0,0,0
1520,2012_03_DSC1977_maize_diverse-R-Pn-DK-28.JPG,1,0,0,0,0,0,0,0
1056,94_CIMG3829_1-268-1.JPG,0,1,0,0,0,0,0,1
1858,2012_03_IMG_6525_maize_diverse JM-R-Pn.JPG,1,0,0,0,0,0,0,0
1917,2012_03_IMG_6364_maize_diverse JM-C-Ac.JPG,1,0,0,0,0,0,0,0
408,IMG_20190316_082714.jpg,0,0,1,0,0,0,0,0
315,IMG_20190316_091643.jpg,0,0,0,1,0,0,0,0
1976,20200309_090936.jpg,0,0,0,0,0,0,1,0
148,2019-03-13--Cedara-(DKB)-DSC_0201.JPG,1,0,0,0,0,0,0,0
76,2019-03-13--Cedara-(DKB)-DSC_0049.JPG,1,1,0,0,0,0,0,0
611,20190313_153723.jpg,0,0,0,0,0,1,0,0
1003,222_CIMG3959_1-239-2.JPG,1,0,0,0,0,0,0,0
1739,2012_03_IMG_6419_maize_diverse JM-R-Pn.JPG,1,0,0,0,0,0,0,0
1832,2012_03_IMG_6571_maize_diverse JM-R-Pn.JPG,0,0,0,0,0,1,0,0
1612,2012_03_DSC1923_maize_diverse-R-Pn-DK-28.JPG,1,0,0,0,0,0,0,0
257,2019-03-13--Cedara-(DKB)-DSC_0143.JPG,0,1,0,0,0,0,0,1
616,20190313_122850.jpg,0,0,0,0,0,0,0,1
445,IMG_20190316_090101.jpg,0,0,0,0,0,1,0,0
761,20190313_153350.jpg,1,0,0,1,0,0,0,0
2224,20200309_103212.jpg,1,0,0,0,0,0,0,0
943,IMG_20190316_093827.jpg,0,1,1,1,0,0,0,0
508,IMG_20190316_085541.jpg,0,0,1,1,0,0,0,0
177,2019-03-13--Cedara-(DKB)-DSC_0072.JPG,1,0,0,0,0,0,0,0
1123,113_CIMG3849_1-203-2.JPG,1,0,0,0,0,0,0,0
438,IMG_20190316_080937.jpg,0,0,1,1,0,0,1,0
1579,2012_03_DSC1771_maize_diverse-C-AC-DK-273.JPG,1,0,0,0,0,0,1,0
312,IMG_20190316_091910.jpg,0,0,1,1,0,0,0,0
2315,IMG_20200309_103750.jpg,1,0,0,0,0,0,0,1
656,20190313_145907.jpg,1,0,1,0,0,0,1,0
2144,20200309_101739.jpg,1,1,0,0,0,0,0,0
1446,IMG_3726.JPG,1,0,0,0,0,0,1,0
1760,2012_03_IMG_6495_maize_diverse JM-R-Pn.JPG,0,0,0,0,0,0,0,1
214,2019-03-13--Cedara-(DKB)-DSC_0016.JPG,0,0,0,0,0,1,0,0
1292,IMG_3730.JPG,1,0,0,0,0,0,0,0
559,20190313_145819.jpg,1,0,0,0,0,0,0,0
1882,2012_03_IMG_6349_maize_diverse JM-C-Ac.JPG,1,0,0,0,0,0,0,0
2092,20200309_090613.jpg,1,0,0,0,0,0,0,0
1014,73_CIMG3808_1-50-2.JPG,1,0,0,0,0,0,0,0
535,20190313_110841.jpg,1,0,1,0,0,0,0,0
2285,IMG_20200309_105510.jpg,1,0,0,0,0,0,0,0
452,IMG_20190316_092149.jpg,0,0,0,1,0,0,0,0
541,20190313_153518.jpg,1,1,1,0,0,0,0,0
1510,IMG_20190227_112936.jpg,1,1,0,0,0,0,0,0
403,IMG_20190316_090331.jpg,0,0,0,1,1,0,0,0
2216,20200309_091654.jpg,1,1,0,0,0,0,0,0
1497,IMG_20190227_112833.jpg,0,1,1,0,0,0,0,0
903,IMG_20190316_092324.jpg,0,0,0,1,0,0,0,0
2284,IMG_20200309_103945.jpg,1,0,0,0,0,0,0,0
1692,2012_03_IMG_6522_maize_diverse JM-R-Pn.JPG,0,0,0,0,0,0,0,1
726,20190313_153740.jpg,0,0,1,0,0,0,1,0
1488,IMG_20190227_113113.jpg,1,1,1,0,0,0,0,0
1441,IMG_3784.JPG,0,0,1,0,0,0,0,0
2132,20200309_085951.jpg,0,1,1,0,0,0,0,0
604,20190313_143053.jpg,0,0,0,0,0,1,1,0
939,IMG_20190316_090350.jpg,0,1,1,1,0,0,1,0
1968,20200309_092940.jpg,0,0,0,0,0,1,0,0
1348,IMG_3780.JPG,1,1,1,0,0,0,1,0
2249,20200309_092941.jpg,0,0,0,0,0,1,0,0
23,2019-03-13--Cedara-(DKB)-DSC_0178.JPG,0,0,0,0,0,0,1,0
700,20190313_111315.jpg,0,0,0,0,0,1,0,0
1033,139_CIMG3875_1-187-2.JPG,1,0,0,0,0,0,0,0
2270,20200309_103307.jpg,1,0,0,0,0,0,0,1
1619,2012_03_DSC1751_maize_diverse-C-AC-DK-273.JPG,0,0,0,0,0,1,0,0
434,IMG_20190316_081621.jpg,0,1,1,0,0,0,0,0
182,2019-03-13--Cedara-(DKB)-DSC_0231.JPG,0,0,0,0,1,0,0,0
1032,18_CIMG3752_1-131-2.JPG,1,1,0,0,0,0,0,0
560,20190313_122354.jpg,1,0,0,0,0,0,1,0
2172,20200309_093415.jpg,1,1,1,0,0,0,0,0
570,20190313_145020.jpg,1,0,0,0,0,0,1,0
1107,195_CIMG3931_1-124-1.JPG,1,1,0,0,0,0,0,0
677,20190313_145314.jpg,0,1,0,0,0,0,1,0
1766,2012_03_IMG_6389_maize_diverse JM-C-Ac.JPG,0,0,0,0,0,1,0,0
2359,IMG_20200323_103811.jpg,1,0,0,0,0,0,0,0
240,2019-03-13--Cedara-(DKB)-DSC_0164.JPG,0,0,0,0,0,1,1,0
949,IMG_20190316_084014.jpg,0,0,1,0,0,0,1,0
566,20190313_143255.jpg,1,0,0,0,0,0,1,0
1411,IMG_3743.JPG,1,1,0,0,0,0,0,0
702,20190313_142258.jpg,0,1,0,0,0,0,0,0
708,20190313_111353.jpg,0,0,1,0,0,0,0,0
454,IMG_20190316_082452.jpg,0,1,1,1,0,0,0,0
971,IMG_20190316_084702.jpg,0,1,0,1,0,0,0,0
1952,20200309_093837.jpg,0,0,0,0,0,0,0,1
2093,20200309_093119.jpg,1,0,0,0,0,0,1,0
549,20190313_142347.jpg,0,0,0,0,0,1,1,0
66,2019-03-13--Cedara-(DKB)-DSC_0074.JPG,1,0,0,0,0,0,0,0
1062,165_CIMG3901_1-134-1.JPG,1,0,0,0,0,0,0,0
392,IMG_20190316_090125.jpg,0,0,0,0,0,1,0,0
2341,IMG_20200226_084119.jpg,1,0,0,0,0,0,0,1
1863,2012_03_IMG_6370_maize_diverse JM-C-Ac.JPG,1,0,0,0,0,0,0,0
561,20190313_153855.jpg,1,0,1,0,0,0,0,0
351,IMG_20190316_093925.jpg,0,1,0,1,0,0,0,0
2272,20200309_090148.jpg,1,0,0,0,0,0,0,0
647,20190313_122307.jpg,0,0,0,0,0,1,0,0
1841,2012_03_IMG_6272_maize_diverse JM-C-Ac.JPG,1,0,0,0,0,0,0,0
211,2019-03-13--Cedara-(DKB)-DSC_0119.JPG,1,0,1,0,0,0,0,0
680,20190313_111027.jpg,1,0,1,0,0,0,0,0
665,20190313_152351.jpg,0,1,0,0,0,0,1,0
624,20190313_121804.jpg,0,0,0,0,0,1,0,0
505,IMG_20190316_084842.jpg,0,0,0,1,0,0,0,0
94,2019-03-13--Cedara-(DKB)-DSC_0105.JPG,0,0,0,0,0,0,1,0
247,2019-03-13--Cedara-(DKB)-DSC_0168.JPG,1,1,1,0,1,0,0,0
1989,20200309_101851.jpg,0,1,1,0,0,0,1,0
2203,20200309_092128.jpg,1,0,0,0,0,0,0,0
2120,20200309_092028.jpg,0,0,0,0,0,1,0,0
1152,233_CIMG3970_1-387-1.JPG,1,0,0,0,0,0,0,0
1226,IMG_3819.JPG,1,0,0,0,0,0,0,0
547,20190313_120736.jpg,0,0,0,0,0,1,0,0
176,2019-03-13--Cedara-(DKB)-DSC_0054.JPG,1,0,0,0,0,0,0,0
308,2019-03-13--Cedara-(DKB)-DSC_0180.JPG,0,0,1,0,0,0,0,0
396,IMG_20190316_084200.jpg,0,0,1,0,0,0,0,0
533,20190313_121046.jpg,0,0,0,0,0,1,0,0
2094,20200309_085906.jpg,1,0,1,0,0,0,0,0
251,2019-03-13--Cedara-(DKB)-DSC_0063.JPG,1,0,0,0,0,0,0,0
2104,20200309_093035.jpg,0,0,0,0,0,0,0,1
71,2019-03-13--Cedara-(DKB)-DSC_0287.JPG,1,0,0,0,0,0,0,0
216,2019-03-13--Cedara-(DKB)-DSC_0271.JPG,0,0,1,0,0,0,1,0
893,IMG_20190316_091233.jpg,0,1,0,0,0,0,0,0
2290,IMG_20200318_121510.jpg,0,1,0,0,0,0,0,0
2086,20200309_092721.jpg,1,0,0,0,0,0,1,0
2246,20200309_102155.jpg,1,1,0,0,0,0,0,0
1184,41_CIMG3776_1-288-2.JPG,1,0,0,0,0,0,1,0
26,2019-03-13--Cedara-(DKB)-DSC_0092.JPG,0,0,1,0,0,0,1,0
692,20190313_144858.jpg,0,0,0,0,0,0,0,1
1083,123_CIMG3859_1-379-1.JPG,1,0,0,0,0,0,0,0
1301,IMG_3863.JPG,1,0,1,0,0,0,0,0
581,20190313_142945.jpg,0,1,0,1,0,0,0,1
1339,IMG_3667.JPG,1,0,0,0,0,0,0,0
1426,IMG_3711.JPG,1,0,0,0,0,0,1,0
640,20190313_152434.jpg,1,0,0,0,0,0,1,1
986,IMG_20190316_085808.jpg,0,1,0,1,0,0,0,0
955,IMG_20190316_074656.jpg,0,0,1,0,0,0,1,1
1137,137_CIMG3873_1-319-2.JPG,1,1,0,0,0,0,0,0
1504,IMG_20190227_112740.jpg,0,0,1,0,0,0,0,0
478,IMG_20190316_082139.jpg,0,1,0,1,0,0,0,0
1496,IMG_20190227_113230.jpg,1,1,1,0,0,0,0,0
898,IMG_20190316_094014.jpg,0,1,0,1,0,0,0,1
1839,2012_03_IMG_6545_maize_diverse JM-R-Pn.JPG,0,0,0,0,0,0,0,1
977,IMG_20190316_085229.jpg,0,0,0,1,0,0,0,1
2241,20200309_090517.jpg,1,0,0,0,0,0,0,0
2167,20200309_093751.jpg,0,0,1,0,0,0,0,0
585,20190313_144924.jpg,0,1,0,0,0,0,1,0
